age,job,marital,education,balance,housing,duration,campaign,deposit
31,0,0,0,190,0,514,1,1
22,5,0,0,682,0,126,2,1
50,1,1,2,570,0,21,3,0
47,3,1,1,2475,1,1476,4,0
20,11,0,3,829,0,196,3,1
32,2,0,1,1743,1,1156,1,0
46,5,1,0,640,1,215,1,1
73,3,1,1,1609,0,169,2,1
31,3,0,1,0,0,11,16,0
68,4,1,1,2812,0,651,1,1
52,3,1,3,1708,0,310,1,1
29,3,1,1,199,1,1689,4,1
41,0,1,0,1395,1,85,1,0
43,5,1,0,14646,0,210,1,1
26,3,0,1,3,1,149,1,1
46,5,1,1,993,1,78,1,0
47,3,1,1,0,0,213,2,0
30,5,0,0,-390,1,275,1,0
56,3,2,1,-141,0,101,4,0
42,0,1,0,12,1,466,4,0
26,1,0,0,181,0,158,2,1
55,5,0,2,1187,1,193,2,0
49,3,1,1,4374,1,68,3,0
57,1,1,2,3376,1,421,2,1
35,3,1,1,71,1,510,2,0
32,1,0,1,1625,0,796,1,1
42,1,2,0,214,0,127,1,1
43,1,1,0,4945,1,219,3,1
46,1,1,0,4023,1,131,2,0
23,5,0,0,780,1,416,1,1
33,2,0,3,523,1,86,1,1
34,0,1,0,155,0,696,2,1
55,2,1,3,2944,0,672,6,1
31,0,0,0,747,1,543,2,1
27,2,0,0,302,0,203,1,1
27,2,0,0,504,1,106,5,0
49,5,1,0,0,0,625,1,1
51,5,1,2,129,1,611,2,1
39,5,2,0,33,0,593,4,0
66,3,1,0,587,0,457,2,1
33,3,0,1,5276,0,572,1,0
29,3,0,1,1377,0,548,2,1
40,5,1,2,278,1,1015,3,1
51,3,1,0,441,1,189,2,0
26,0,1,0,5231,0,222,2,0
45,1,1,0,6993,1,283,1,1
32,3,1,1,2204,0,123,4,0
30,3,0,1,2766,1,244,1,0
27,0,0,1,1993,1,102,5,0
32,2,0,0,3993,0,148,2,1
49,3,1,0,1601,0,47,5,0
49,3,1,1,1887,0,244,3,0
35,5,1,0,205,1,1313,7,1
32,10,1,2,102,1,560,1,1
32,1,0,0,1307,1,267,2,0
37,3,1,1,203,0,759,1,1
44,0,1,0,1074,1,911,2,1
73,4,2,0,7111,1,146,1,1
34,1,1,0,0,1,261,1,1
38,3,2,1,151,1,50,1,0
33,0,1,0,393,1,383,1,0
35,3,0,1,-292,1,166,2,0
43,3,1,3,275,0,109,2,0
60,4,1,1,2557,1,415,1,1
38,5,1,2,1852,1,606,1,1
32,3,1,1,2431,1,646,5,1
35,1,1,1,7050,0,222,3,1
50,5,1,2,4108,1,526,2,1
43,6,1,1,0,0,464,1,1
59,1,2,0,2,0,164,2,0
46,5,1,3,336,1,260,3,1
35,5,1,0,80,1,38,2,0
26,1,0,0,124,1,57,8,0
20,11,0,0,215,0,325,1,1
55,0,1,0,1633,0,210,1,1
31,10,0,0,762,0,312,3,0
40,3,1,0,99,0,15,5,0
31,0,0,0,626,1,211,1,0
59,4,1,1,422,1,647,4,1
34,3,1,1,11,1,654,1,0
24,0,0,0,1295,0,355,2,1
28,5,0,0,1011,1,204,3,0
32,3,1,1,905,0,666,4,1
78,4,1,2,680,0,838,1,0
41,8,1,2,39,0,299,4,0
32,0,0,0,620,1,1234,3,1
40,1,1,0,2266,0,447,1,1
46,6,1,0,16397,0,641,1,0
33,1,1,0,0,0,78,3,0
55,8,1,2,3680,0,131,1,0
49,5,1,2,-232,0,106,2,0
52,6,1,0,1416,0,436,2,1
31,3,1,1,0,1,664,8,1
44,2,1,0,191,1,490,1,0
38,0,1,0,11303,0,473,2,1
43,1,1,0,0,0,9,2,0
25,3,0,1,219,0,576,1,1
51,1,1,0,117,0,467,2,1
38,5,1,0,360,1,220,2,0
25,2,0,0,801,0,255,2,1
45,1,1,0,1831,0,275,2,1
43,0,0,0,35,0,208,1,0
34,5,1,1,17672,0,548,1,0
31,6,0,0,209,1,193,1,0
55,3,1,3,1504,1,338,2,1
46,10,1,1,-80,1,112,2,0
49,1,2,0,342,0,58,3,0
46,5,1,2,557,0,89,1,0
47,1,2,0,440,0,147,1,0
32,1,1,0,5,1,114,1,0
45,3,1,1,1309,0,367,1,1
31,1,1,0,180,0,222,1,0
34,3,1,1,828,0,1080,3,1
36,1,1,1,1327,0,174,2,0
20,5,0,0,423,1,498,1,1
56,1,1,0,0,1,152,1,0
53,5,0,0,1004,0,393,1,1
35,5,1,0,306,0,12,8,0
39,1,0,0,1435,0,383,1,1
38,3,2,1,155,1,25,26,0
46,0,2,0,-637,1,153,1,0
55,2,0,0,-40,1,178,2,0
39,8,1,1,2990,0,127,4,0
42,1,2,0,-78,1,10,23,0
27,5,1,0,61,1,1012,1,1
57,5,1,0,6004,1,157,6,0
49,0,1,0,197,1,223,1,1
47,5,1,2,328,1,58,1,0
35,5,1,2,1177,0,243,4,1
30,1,0,0,3286,1,743,1,1
27,2,0,0,195,1,416,3,1
38,8,1,2,3918,0,101,3,0
33,3,0,1,1724,0,252,6,0
55,5,1,0,93,0,111,1,0
51,3,0,0,1610,1,1248,3,1
23,11,0,1,0,0,213,1,1
63,4,2,0,859,0,92,1,0
38,2,1,0,797,1,62,4,0
26,1,0,0,2,1,461,1,0
31,3,0,1,533,0,372,1,1
40,10,0,1,10346,0,491,2,1
39,3,1,1,763,1,877,7,1
34,1,1,1,5547,1,73,6,0
30,3,0,1,697,0,179,3,1
49,3,2,1,1904,0,131,2,0
28,5,0,0,38,1,31,1,0
25,11,0,0,703,0,1100,3,0
30,1,0,0,486,0,335,3,0
45,1,1,0,879,0,621,2,1
33,11,1,0,1536,0,262,1,1
32,0,1,0,752,1,519,2,1
39,8,1,0,1444,0,362,8,1
29,1,0,0,382,0,409,4,1
26,11,0,0,0,1,610,2,0
34,3,1,1,402,0,147,1,0
35,2,1,0,1728,1,865,1,0
30,3,0,1,13774,0,380,1,0
64,4,1,1,1644,0,569,4,1
56,6,2,2,1770,0,916,3,0
43,0,1,0,-204,1,163,2,0
60,4,1,0,8590,0,85,1,0
37,1,1,0,1580,0,92,12,0
61,0,1,3,4629,1,349,3,1
40,10,1,0,0,0,61,1,0
28,3,0,1,1086,1,128,2,0
23,11,0,0,794,0,607,3,1
36,5,1,2,2079,1,403,2,0
26,3,2,1,667,0,177,2,0
25,1,0,0,4718,0,709,1,1
50,1,2,0,8016,0,903,4,0
44,2,1,0,-395,1,894,1,1
57,7,1,0,-525,0,337,1,0
82,4,1,2,8603,0,429,1,1
46,7,1,0,0,0,115,1,0
28,5,0,0,39,0,22,7,0
72,4,1,0,0,0,189,3,1
24,1,0,0,-126,1,382,2,0
25,1,0,1,1231,0,271,2,1
35,0,1,0,786,0,322,1,0
50,3,0,0,4527,1,140,1,0
40,0,1,0,523,1,598,3,0
35,5,1,2,994,1,1349,8,1
22,0,0,0,-1,1,136,1,0
44,10,0,1,1367,1,1232,3,1
29,3,1,0,231,0,1075,1,1
45,3,1,0,5888,1,45,5,0
76,10,1,3,4984,0,403,1,1
30,10,0,1,3343,0,235,1,1
31,1,1,0,-463,1,210,1,0
39,5,1,0,171,1,153,1,0
46,3,1,1,349,0,295,2,1
26,3,0,1,3,1,106,1,0
40,0,1,2,72,1,849,1,1
49,2,1,0,1114,0,283,1,0
50,0,0,0,3702,0,109,5,0
46,1,1,0,3,1,614,3,1
34,5,1,0,496,1,333,1,1
50,3,1,1,414,1,707,1,1
60,0,1,0,3735,0,183,1,1
39,2,1,0,323,0,874,2,1
58,3,2,1,5037,1,1437,2,1
34,7,1,0,3119,1,250,4,0
39,5,0,0,522,1,225,7,0
45,1,1,0,3395,1,92,1,0
50,1,0,0,-97,1,425,1,0
39,8,1,0,1444,0,100,1,0
38,0,1,0,1767,1,483,4,1
48,1,1,0,-205,1,112,1,0
59,3,1,1,782,0,127,2,0
32,5,0,0,760,1,445,1,0
23,11,0,0,107,0,84,1,1
33,5,2,3,-274,1,715,2,1
36,3,1,1,254,0,303,2,1
39,7,1,0,283,1,126,2,0
40,3,1,1,0,0,131,2,1
28,1,1,0,742,0,236,1,1
28,0,0,3,24,1,415,2,1
34,5,0,1,1168,0,163,2,0
21,5,0,0,2265,0,156,4,0
49,7,0,0,5802,0,175,3,0
54,3,2,1,2171,1,1034,1,1
71,4,1,1,4388,0,896,2,1
35,3,1,1,1471,1,236,3,0
36,7,2,1,776,0,722,3,1
51,10,1,3,2094,0,458,6,1
28,1,0,0,598,1,177,1,1
60,4,2,1,979,1,346,1,1
24,10,0,1,91,1,134,2,0
48,0,2,0,1180,0,142,1,1
37,0,1,0,1110,1,802,11,1
46,1,1,0,3434,0,148,2,1
73,4,1,2,5539,0,338,1,1
29,5,1,0,339,1,63,3,0
23,11,0,0,1234,0,250,1,1
74,4,1,1,1843,0,192,1,1
25,0,0,1,1141,1,718,1,0
49,0,1,0,0,0,1460,1,1
48,8,1,1,5473,0,127,2,1
34,3,0,1,747,0,72,2,0
33,3,0,3,1534,1,1041,2,1
33,10,2,0,1904,1,1584,2,1
28,11,0,0,154,1,21,9,0
53,5,1,2,5603,0,2372,6,1
31,3,0,0,1088,1,575,2,1
61,1,1,2,2282,0,1092,1,0
27,11,0,0,538,0,170,4,1
50,1,1,0,3176,0,670,1,1
51,6,1,2,1162,1,2015,1,1
38,3,1,1,676,0,59,3,0
40,5,1,0,5060,0,154,2,1
48,3,1,1,3842,0,215,2,1
35,10,2,0,3443,0,409,4,0
30,1,0,0,167,0,9,1,0
35,1,1,1,633,1,76,3,0
35,3,0,1,471,0,276,2,1
55,3,1,3,179,0,97,1,0
35,1,1,0,0,1,139,1,0
32,1,1,2,62,1,120,1,0
53,1,1,0,5303,1,320,3,1
34,0,1,0,48,1,1806,2,1
47,0,0,0,3696,0,250,2,1
40,1,1,1,1063,1,264,2,0
35,2,1,0,0,1,251,3,0
36,3,0,1,219,0,22,6,0
44,1,0,0,7138,0,809,2,1
29,3,1,1,-6,1,324,1,0
39,3,0,0,120,0,66,1,0
39,1,2,0,902,1,691,2,1
29,0,0,0,488,1,105,1,0
54,1,0,1,118,0,280,1,1
35,10,1,1,2427,0,210,3,1
36,0,1,0,465,1,160,1,0
35,3,0,0,73,1,79,2,0
38,5,1,0,0,0,152,5,0
60,3,1,1,0,0,401,3,1
43,2,1,1,519,1,715,6,0
42,2,0,0,3403,1,215,1,1
49,3,1,1,2139,0,278,1,0
40,3,0,1,0,0,641,6,1
41,0,1,0,-76,1,263,1,0
31,3,0,1,4331,1,318,1,0
23,3,0,1,2605,1,278,6,0
51,5,1,3,0,1,10,4,0
47,1,1,0,335,0,417,1,1
50,7,1,2,461,1,651,32,1
43,8,1,0,150,0,290,7,0
33,1,0,0,177,1,293,1,0
42,1,1,0,994,1,227,3,1
26,3,0,1,45,0,1187,3,1
58,4,2,0,0,0,436,5,0
26,3,0,1,3944,1,974,2,1
52,4,1,1,350,0,156,1,0
42,3,1,2,5310,1,968,2,1
32,3,0,1,307,0,96,1,0
39,0,1,1,1108,0,204,1,1
44,5,1,0,2885,1,63,3,0
41,5,1,0,2067,1,120,4,0
36,1,0,1,268,0,54,12,0
39,2,1,0,208,0,122,2,0
39,3,1,1,756,1,268,1,0
30,3,1,1,1221,1,279,4,1
35,1,2,1,0,1,759,1,0
42,3,0,1,7560,0,132,1,1
59,6,1,0,957,0,479,2,1
41,3,1,1,3016,1,80,3,0
28,3,0,1,1287,1,65,1,1
31,3,0,1,2007,1,253,1,0
51,0,1,1,0,1,124,2,1
72,4,1,0,1129,0,186,1,1
32,1,0,0,0,0,594,4,1
36,11,0,3,417,0,151,1,1
41,7,1,0,353,0,90,2,0
43,5,1,0,184,0,1019,11,1
53,4,1,0,665,1,371,2,1
51,1,1,0,2,1,71,1,0
32,0,0,1,272,1,73,2,0
27,0,0,0,261,1,592,4,1
42,1,1,0,2,0,249,2,0
34,1,0,0,1279,1,174,2,1
43,2,1,0,2145,0,271,1,1
48,3,1,1,7867,1,306,3,0
22,2,0,0,129,0,218,2,1
48,3,1,1,3842,0,168,1,0
33,5,0,2,777,0,263,1,0
43,10,0,3,3173,0,746,1,1
49,2,2,0,947,0,808,2,1
57,2,1,2,1728,1,164,1,0
43,3,2,3,7702,0,460,1,1
27,0,1,1,73,0,159,1,1
36,2,1,3,618,0,360,1,1
36,1,1,1,376,0,173,1,1
32,0,1,0,35,0,324,3,1
34,1,0,0,559,0,259,2,0
25,1,0,0,4859,0,227,1,1
54,5,1,0,548,0,520,7,1
25,1,0,0,102,0,574,2,1
37,3,2,0,16,1,638,1,1
26,5,0,0,81,0,803,2,1
30,0,0,1,305,0,633,1,1
39,5,1,0,284,1,1426,2,0
47,5,2,2,603,1,1080,1,1
30,5,0,0,-93,1,149,2,0
35,3,0,1,704,0,164,1,1
29,2,0,1,1788,0,353,1,1
30,0,0,0,1309,0,622,1,1
31,0,0,0,431,1,1045,1,1
25,3,0,1,3902,0,856,1,1
41,1,1,1,585,1,60,1,0
38,5,1,0,2008,1,354,1,0
39,0,2,0,765,0,155,3,0
35,5,2,2,13,0,364,1,0
44,0,1,0,205,0,289,1,1
41,1,1,1,0,0,95,1,0
49,1,1,2,486,0,229,5,0
37,1,1,0,1762,0,334,2,1
57,4,1,3,230,0,177,2,1
64,4,2,0,630,0,97,1,0
40,5,1,2,-322,1,144,1,0
63,4,2,2,109,0,406,2,1
40,5,1,2,332,1,339,2,0
27,5,0,0,2486,1,733,1,1
30,1,1,0,2278,0,47,1,0
38,5,1,0,-40,1,227,1,0
57,1,2,1,126,0,166,2,1
43,5,0,0,318,1,736,2,1
55,7,1,1,323,1,200,1,0
36,5,1,2,408,1,1063,2,1
34,8,1,1,11219,0,112,1,0
32,0,2,0,1611,1,93,1,0
27,1,0,0,740,1,294,1,0
48,6,2,0,201,0,140,1,1
58,3,1,1,0,0,358,2,1
57,3,1,1,256,0,227,1,1
38,3,1,1,0,1,211,2,0
43,3,1,1,149,1,662,2,1
50,7,1,0,78,0,143,1,0
60,1,2,0,367,0,318,2,1
36,5,1,2,21,0,35,1,0
50,7,1,0,1857,0,26,2,0
34,5,1,0,243,1,507,1,1
47,10,1,0,318,0,83,1,0
63,3,1,1,2785,0,341,2,1
32,1,0,1,1710,1,439,1,0
39,3,1,1,208,0,170,4,0
36,7,1,1,3057,0,2769,4,1
76,4,1,3,992,0,139,2,0
44,1,0,1,2033,0,444,1,1
48,3,1,1,0,1,194,2,1
58,3,0,1,1387,1,140,6,0
39,5,1,0,462,1,590,1,1
38,5,0,3,495,1,297,1,0
55,0,1,0,420,1,41,3,0
34,1,0,1,184,1,87,3,0
52,3,1,2,0,0,85,3,0
29,1,0,0,1856,1,134,1,0
55,2,2,0,322,1,342,1,0
41,5,0,2,0,1,522,5,0
51,5,1,0,33,0,721,3,1
27,11,0,3,468,0,270,2,0
31,0,0,0,162,1,247,1,0
45,0,1,0,3006,0,388,2,1
43,3,1,1,3518,0,181,2,1
44,5,0,2,0,1,184,1,0
47,3,0,1,159,0,220,3,1
53,3,1,1,1348,0,120,3,0
30,5,2,2,1,1,63,9,0
40,5,1,2,0,0,313,1,0
31,3,1,1,537,1,216,1,1
31,1,0,0,2388,0,123,1,0
28,0,1,0,934,1,53,2,0
51,0,1,2,1330,1,415,8,0
30,3,0,1,2544,0,152,2,1
37,0,1,0,1314,1,118,4,1
70,4,1,0,0,0,258,1,1
58,0,1,0,1464,1,53,29,0
58,5,1,2,494,0,171,10,0
45,0,1,0,6971,0,119,1,0
56,4,1,2,152,1,65,7,0
59,7,1,2,0,0,239,1,0
25,2,1,0,4522,1,177,4,0
41,5,1,2,246,0,683,3,1
33,3,1,1,322,1,77,3,0
76,4,2,2,802,0,475,5,1
54,3,1,1,534,0,177,2,1
54,3,1,1,588,0,327,1,0
22,11,0,0,71,0,337,1,1
25,11,0,0,358,0,330,1,1
55,1,1,0,276,1,486,1,0
29,8,0,1,19,0,268,1,1
36,3,1,1,93,0,262,2,1
43,3,2,1,2367,0,114,1,1
47,5,1,0,3630,1,133,4,0
24,1,0,0,409,1,912,1,1
40,11,1,0,260,0,52,1,0
30,3,0,1,3773,1,75,4,0
39,3,0,1,1914,0,94,4,0
29,11,0,0,314,0,465,1,1
27,2,1,0,0,1,198,13,0
27,0,1,0,897,0,397,1,1
32,10,1,2,286,1,175,1,0
39,7,1,1,2644,1,253,1,0
46,3,2,1,624,0,336,2,1
32,10,1,1,14522,0,221,7,0
46,5,1,0,-27,1,254,1,0
31,10,0,1,3343,0,365,1,1
68,4,1,1,2812,0,279,2,1
51,1,1,0,564,0,187,2,0
47,5,1,2,-245,1,67,4,0
25,5,0,0,-250,1,456,1,0
31,3,2,1,-547,1,101,10,0
46,1,2,0,117,0,94,2,0
34,5,1,0,634,0,737,3,1
69,4,1,0,2473,0,967,3,1
60,8,2,2,1412,0,127,4,0
32,2,1,0,289,1,63,1,0
81,4,2,2,4321,0,163,3,0
55,3,1,1,73,1,142,2,0
45,1,1,0,999,1,656,2,0
39,2,2,0,1957,1,47,1,0
36,2,1,0,380,1,26,1,0
43,3,2,1,388,1,2087,2,1
56,3,1,1,3120,1,666,2,0
45,1,1,1,377,1,835,3,1
44,5,2,3,284,0,167,4,0
34,10,0,0,1261,1,169,2,0
28,0,1,0,330,0,226,2,1
37,5,1,0,604,1,371,1,1
56,2,1,0,1150,0,107,1,0
44,3,1,1,1954,0,294,1,1
77,4,1,2,1492,0,663,1,0
53,1,1,0,1982,1,160,1,1
58,4,1,2,0,0,506,1,0
36,2,1,0,981,0,1093,1,1
33,3,0,1,935,0,385,2,1
57,5,1,2,195,0,185,4,0
33,6,0,0,682,0,251,1,0
22,11,0,3,466,0,377,1,1
35,1,1,0,840,1,281,4,0
45,5,1,0,192,1,154,5,0
42,3,2,1,742,1,58,3,0
54,2,1,3,0,1,686,2,1
42,8,1,2,1371,0,125,8,0
35,1,1,1,4,1,88,1,0
52,1,2,0,511,0,98,4,0
45,5,1,0,10252,0,173,1,1
29,3,1,1,318,1,1434,2,0
31,3,0,1,825,1,506,2,1
33,3,1,1,23,1,150,1,0
31,6,2,1,256,1,873,2,1
52,7,1,2,-104,0,124,1,0
34,3,0,3,6013,1,612,1,1
44,5,1,0,1397,0,326,1,0
55,4,2,1,0,0,616,1,1
52,3,1,1,583,0,209,1,1
44,0,2,1,558,1,262,2,1
46,6,1,0,-125,1,23,1,0
59,4,1,0,5744,0,632,1,0
39,1,0,0,1048,1,201,2,0
33,1,1,1,4401,0,439,1,1
45,7,2,1,1273,1,206,2,0
37,0,0,0,-261,0,259,1,0
52,2,1,0,2993,0,96,6,0
38,2,1,0,2669,1,208,2,0
36,1,1,1,1109,0,328,2,0
47,2,2,0,-288,1,107,7,0
83,4,0,2,1965,0,1003,3,1
41,5,1,2,943,1,242,3,0
50,0,1,0,706,1,1250,4,1
26,10,0,0,3676,0,148,1,1
42,5,1,3,0,0,270,2,0
45,2,0,0,482,1,637,2,0
32,11,0,3,4110,0,119,8,0
45,1,2,0,-357,1,618,1,1
32,5,0,0,5252,1,1162,2,0
32,1,0,1,0,1,440,2,1
60,1,1,0,116,0,329,2,1
32,5,0,0,435,1,373,2,0
32,1,1,0,1119,0,371,2,0
45,4,0,0,86,0,64,5,0
46,3,1,1,16,1,304,1,0
46,11,0,3,1527,0,358,3,1
47,1,1,0,0,0,74,1,0
32,0,1,0,337,0,51,3,0
48,4,1,1,4,0,70,5,0
40,4,0,0,1400,0,20,7,0
57,3,1,2,687,1,107,3,0
34,0,1,0,1474,0,739,2,1
66,4,1,3,2540,0,441,2,1
31,3,1,1,0,0,76,2,0
33,2,1,0,210,1,1207,2,1
50,1,1,0,1717,0,416,8,0
32,3,0,1,131,1,112,1,0
40,5,1,2,665,1,781,1,1
30,1,0,0,3096,1,272,4,0
23,11,0,0,0,0,297,1,1
40,5,1,0,1938,1,228,1,0
42,1,0,0,-1129,1,555,5,1
27,2,0,0,266,0,232,1,0
46,3,1,1,716,1,557,1,0
24,2,0,0,11,1,114,4,0
31,1,0,0,863,1,146,1,0
39,5,1,0,39,1,34,6,0
46,2,1,0,273,0,565,2,1
33,0,1,0,1077,1,432,3,0
25,0,0,0,131,1,237,1,0
58,3,1,1,473,0,1109,1,1
34,5,0,0,1759,0,695,1,1
30,1,1,1,541,1,414,2,1
29,5,1,0,975,1,265,2,0
29,11,0,3,7585,0,145,2,1
30,7,1,2,2686,1,808,3,1
34,3,1,1,161,1,378,1,0
31,1,0,1,24,0,246,2,0
35,1,0,0,16,1,903,1,1
50,1,1,0,3370,0,160,2,1
44,1,1,2,755,0,829,4,1
64,4,1,0,466,1,526,1,1
35,3,2,1,2885,0,199,3,1
55,1,1,1,1320,0,387,2,1
31,5,1,0,92,1,688,1,1
39,1,0,0,681,1,170,1,0
29,5,0,0,348,1,185,2,0
27,5,0,0,1049,0,389,3,0
31,0,0,0,779,1,219,2,0
44,3,1,3,282,0,700,2,1
45,3,1,1,1529,0,160,1,0
60,3,2,2,21,0,113,3,0
57,3,2,3,854,0,700,4,1
33,5,1,2,3868,1,445,1,0
28,2,0,0,458,0,112,4,0
40,3,0,3,838,1,619,3,0
50,5,1,2,533,0,212,4,0
32,1,0,1,1855,0,126,2,1
37,9,0,1,0,0,426,1,1
31,1,0,0,846,0,405,3,1
38,1,1,0,10596,0,195,1,1
39,1,0,0,175,0,757,2,0
41,0,0,0,882,1,145,2,0
36,1,1,1,202,0,313,1,1
30,5,0,0,228,0,232,1,0
29,5,0,0,260,1,707,14,1
32,1,0,1,1212,1,463,2,0
27,0,1,1,2855,0,240,1,1
63,4,2,2,1840,0,71,3,0
40,6,2,0,1694,0,473,6,1
61,3,1,0,967,0,180,1,0
32,3,1,1,2458,1,77,2,0
59,8,1,2,235,0,119,2,0
35,3,1,1,-547,1,101,2,0
31,0,1,0,879,1,394,1,1
27,1,0,1,11862,0,281,5,0
36,5,1,0,199,1,183,1,0
24,5,1,0,-389,1,1242,1,1
31,3,0,1,307,0,86,2,0
41,5,1,0,338,1,87,1,0
34,3,1,1,8,0,169,4,0
37,3,1,1,1689,1,645,2,0
32,0,1,1,653,0,84,1,1
38,2,0,0,322,1,61,1,0
44,3,2,1,-411,1,432,4,1
55,9,1,0,2206,0,265,1,1
32,3,1,1,-383,1,241,1,0
43,1,1,0,629,0,196,1,0
26,3,0,1,2786,0,415,1,1
46,5,1,0,1723,0,176,2,1
32,3,1,1,794,1,1014,1,1
38,2,0,0,91,0,207,1,1
30,2,1,0,517,0,141,2,1
45,1,1,3,886,1,75,2,0
36,0,1,0,96,0,302,1,1
52,3,1,1,4358,0,30,7,0
57,9,1,3,19268,0,301,1,1
46,3,2,0,0,0,763,5,1
64,4,2,2,109,0,706,1,1
73,4,1,2,508,0,154,4,0
41,3,1,2,5310,1,984,1,1
25,5,0,2,-221,1,250,1,0
54,3,1,1,122,1,126,3,0
73,4,2,1,3203,0,148,1,1
32,3,0,1,0,0,148,2,0
30,1,0,1,1,0,88,2,0
40,0,1,0,-253,1,177,1,0
34,1,1,0,1246,0,88,3,0
33,3,1,0,588,1,11,5,0
34,6,1,0,200,1,155,6,0
47,3,0,1,551,0,124,1,1
35,0,1,0,725,1,219,7,0
42,3,1,1,4,1,579,2,1
59,9,1,3,1541,0,790,1,0
35,3,0,1,643,1,322,1,0
31,0,0,0,437,1,173,14,0
58,3,1,1,1697,0,55,2,0
60,10,1,0,1690,0,64,11,0
31,0,1,0,97,1,607,1,1
25,1,1,1,2551,0,400,3,1
29,3,1,1,16,1,605,6,0
31,3,0,1,11821,0,384,11,1
55,8,1,3,366,0,365,3,1
40,5,1,0,746,1,241,1,0
38,3,1,1,165,1,526,1,1
53,0,2,0,592,1,151,1,0
33,1,1,0,484,1,205,3,1
42,0,0,0,243,1,46,5,0
41,5,2,2,285,1,1272,2,1
54,3,0,1,4393,1,1297,3,1
34,3,1,1,0,1,262,1,1
54,1,0,0,224,0,134,2,0
52,3,1,1,7135,0,1032,3,1
31,5,0,0,239,1,666,1,1
21,11,0,1,1258,0,404,1,0
38,8,1,2,196,0,574,1,1
30,3,0,1,640,0,124,4,0
50,1,1,2,249,1,129,1,0
39,2,1,0,53,0,257,1,1
27,5,0,1,644,0,657,1,1
33,5,1,0,-346,1,29,3,0
44,3,1,1,0,0,27,1,0
45,3,1,1,81,0,61,3,0
43,0,1,0,71,0,180,5,0
45,11,0,3,1527,0,132,1,1
42,3,2,2,0,1,73,5,0
44,0,2,0,777,1,517,3,0
52,1,1,0,0,0,541,3,1
28,11,0,0,949,1,1730,1,1
30,1,0,1,6619,1,239,8,0
54,7,2,1,5784,0,75,5,0
32,3,0,1,718,1,155,1,1
34,3,1,1,3402,0,88,2,0
49,3,1,0,249,0,234,1,1
25,11,0,0,486,0,273,3,1
54,3,1,0,0,0,106,1,0
38,11,1,3,0,0,341,1,1
40,2,1,0,473,1,383,3,1
35,1,1,0,905,0,114,2,0
36,5,1,2,319,1,774,2,1
51,3,2,1,0,1,534,4,0
41,3,1,1,217,0,328,1,0
37,3,0,1,3141,0,384,2,1
34,1,1,0,0,0,628,1,0
31,1,1,1,26,0,419,1,1
56,0,1,0,292,1,228,9,0
38,3,0,1,6836,1,374,4,0
59,4,2,0,5583,1,720,1,1
29,3,1,1,0,1,91,2,0
49,1,1,1,80,0,123,1,0
41,1,1,0,978,0,55,2,0
54,5,2,2,4401,0,414,1,1
25,5,1,0,97,1,709,1,1
31,10,1,1,2666,0,411,2,1
27,5,0,0,535,0,183,1,1
37,3,0,1,2173,0,158,3,0
53,1,1,0,6831,0,1130,2,1
35,0,1,0,-203,1,1649,2,1
31,0,1,0,8781,1,680,1,1
34,3,1,1,1778,0,358,1,1
60,4,1,0,2722,0,506,2,1
32,1,1,1,2976,1,783,1,1
37,1,1,0,1,1,608,1,1
41,3,0,1,1982,0,558,1,1
35,3,1,1,611,0,305,2,1
32,3,0,1,312,0,208,2,1
40,7,1,1,-164,0,87,1,0
34,8,1,0,0,0,398,2,0
58,3,1,0,-382,0,644,12,1
43,5,1,2,3917,0,154,1,1
38,5,1,0,35,1,130,2,0
53,1,2,0,45,0,171,6,0
33,5,1,0,-81,1,339,2,0
35,2,1,0,341,1,345,1,1
89,4,1,1,553,0,2027,5,0
77,4,1,0,9601,0,515,1,1
34,0,0,0,296,0,68,1,0
27,5,1,3,409,1,525,1,1
35,1,1,1,328,1,654,2,1
45,1,2,0,441,1,535,1,0
41,3,1,1,-29,0,41,2,0
60,2,1,1,4256,1,239,3,1
54,3,2,1,5475,0,1032,1,1
49,0,1,0,1096,1,609,1,0
56,3,1,1,830,1,1201,1,1
40,3,1,1,423,1,134,24,0
31,10,1,1,168,0,193,2,1
32,3,0,1,311,0,757,2,1
60,3,1,1,79,0,48,3,0
29,10,1,0,425,1,562,15,1
60,4,2,0,4243,0,416,2,1
28,5,1,0,173,0,588,7,1
42,9,0,3,61,0,115,1,0
47,5,1,0,303,0,261,1,0
56,5,1,3,260,1,250,2,0
39,1,1,2,2118,1,266,2,0
47,5,1,0,3237,1,198,3,0
50,0,1,0,10250,1,254,3,1
58,6,1,0,610,1,246,2,0
59,4,1,0,5678,1,238,2,0
66,0,1,0,4041,0,713,2,1
37,0,1,0,597,0,395,1,1
25,0,0,0,285,0,658,3,1
33,3,0,1,5437,0,201,1,1
25,1,0,0,505,0,386,2,1
27,3,0,1,1,1,764,4,1
26,5,0,0,191,1,550,1,1
56,3,1,2,870,0,220,1,1
50,0,2,0,81,0,64,1,0
40,3,1,1,2763,1,566,1,1
28,11,0,0,0,0,209,20,1
65,4,1,2,343,0,159,2,0
34,3,0,1,1310,0,90,3,0
49,5,2,2,-9,1,389,1,0
44,0,1,0,262,1,74,1,0
38,7,1,3,259,0,63,1,0
58,4,2,3,5920,1,96,1,0
38,5,1,2,178,1,245,1,0
59,9,0,0,3237,0,100,3,0
57,3,1,1,1218,1,317,6,0
